Wall time,Step,Value
1746333223.2458694,2644,35.0
1746333223.454268,2647,28.0
1746333223.6547363,2650,31.0
1746333223.7289376,2651,29.0
1746333224.068478,2655,40.0
1746333231.938464,2661,3000.0
1746333250.297066,2674,41.0
1746333250.6098127,2678,38.0
1746333250.7738905,2680,36.0
1746333251.2727883,2685,65.0
1746333251.747021,2688,72.0
1746333252.0131946,2690,39.0
1746333252.3321445,2694,47.0
1746333252.6765475,2699,41.0
1746333253.1052299,2703,67.0
1746333254.175097,2707,110.0
1746333254.6297474,2710,83.0
1746333259.0156045,2719,849.0
1746333284.991271,2725,3000.0
1746333308.6584067,2735,59.0
1746333308.7635128,2736,74.0
1746333308.8145962,2737,35.0
1746333308.9752707,2740,39.0
1746333309.0362802,2741,36.0
1746333309.2802808,2746,30.0
1746333309.376752,2748,36.0
1746333309.5844426,2752,37.0
1746333309.6360765,2753,39.0
1746333309.7301364,2754,80.0
1746333309.8012393,2755,49.0
1746333309.8689523,2756,52.0
1746333309.9338121,2757,54.0
1746333310.0181203,2758,68.0
1746333312.609671,2766,108.0
1746333312.8849323,2769,36.0
1746333313.2318788,2775,48.0
1746333313.4417937,2779,39.0
1746333337.7095613,2789,269.0
1746333338.1051707,2790,340.0
1746333338.8724165,2791,710.0
1746333353.5818572,2798,1198.0
1746333371.638271,2803,231.0
1746333372.1215713,2806,55.0
1746333372.3279903,2808,48.0
1746333372.4156542,2809,44.0
1746333372.4953375,2810,34.0
1746333372.5594525,2811,34.0
1746333372.8512633,2815,34.0
1746333373.7327886,2823,49.0
1746333373.824549,2824,41.0
1746333374.1615179,2827,37.0
1746333374.3679981,2829,45.0
1746333374.4839587,2830,57.0
1746333374.9933202,2832,114.0
1746333375.4750626,2837,42.0
1746333376.220989,2844,59.0
1746333377.1578426,2846,366.0
1746333391.5379975,2849,3000.0
1746333399.180133,2851,3000.0
1746333418.4999604,2856,3000.0
1746333430.4275947,2859,3000.0
1746333442.4802933,2862,3000.0
1746333490.430165,2871,3000.0
1746333495.8138816,2872,3000.0
1746333502.178264,2875,408.0
1746333502.9572074,2878,67.0
1746333503.158646,2880,52.0
1746333503.2347522,2881,31.0
1746333503.663978,2887,35.0
1746333503.8936787,2890,34.0
1746333503.9921486,2891,47.0
1746333504.1869695,2893,42.0
1746333504.4289756,2896,40.0
1746333504.6059852,2898,39.0
1746333506.5652544,2900,986.0
1746333520.606117,2903,3000.0
1746333524.3656483,2904,3000.0
1746333528.3987327,2905,3000.0
1746333562.8395603,2912,3000.0
1746333566.780116,2917,50.0
1746333566.9382477,2919,37.0
1746333567.0151427,2920,35.0
1746333567.0867834,2921,33.0
1746333567.37723,2925,33.0
1746333567.4549587,2926,33.0
1746333567.8245344,2931,34.0
1746333567.8954682,2932,35.0
1746333568.195128,2936,36.0
1746333568.4737594,2939,50.0
1746333568.5744193,2940,52.0
1746333568.9052708,2942,102.0
1746333589.1018612,2949,3000.0
1746333592.8076532,2950,3000.0
1746333600.6830218,2955,80.0
1746333601.4365,2967,38.0
1746333601.9190707,2972,157.0
1746333605.7253644,2974,2060.0
1746333607.3928046,2975,1434.0
1746333618.5745256,2978,3000.0
1746333622.4225035,2979,3000.0
1746333648.3452594,2988,723.0
1746333674.5773304,2994,3000.0
1746333682.6215265,2998,221.0
1746333685.9755235,2999,3000.0
