Wall time,Step,Value
1746333223.6547363,2650,29.0
1746333223.7289376,2651,27.0
1746333224.068478,2655,58.0
1746333231.938464,2661,30640.0
1746333250.297066,2674,69.0
1746333250.6098127,2678,46.0
1746333250.7738905,2680,44.0
1746333251.2727883,2685,353.0
1746333251.747021,2688,320.0
1746333252.0131946,2690,57.0
1746333252.3321445,2694,85.0
1746333252.6765475,2699,59.0
1746333253.1052299,2703,375.0
1746333254.175097,2707,548.0
1746333254.6297474,2710,321.0
1746333259.0156045,2719,6627.0
1746333284.991271,2725,27350.0
1746333308.6584067,2735,207.0
1746333308.7635128,2736,362.0
1746333308.8145962,2737,33.0
1746333308.9752707,2740,37.0
1746333309.0362802,2741,34.0
1746333309.2802808,2746,28.0
1746333309.376752,2748,34.0
1746333309.5844426,2752,35.0
1746333309.6360765,2753,47.0
1746333309.7301364,2754,518.0
1746333309.8012393,2755,107.0
1746333309.8689523,2756,260.0
1746333309.9338121,2757,192.0
1746333310.0181203,2758,306.0
1746333312.609671,2766,706.0
1746333312.8849323,2769,34.0
1746333313.2318788,2775,106.0
1746333313.4417937,2779,37.0
1746333337.7095613,2789,2077.0
1746333338.1051707,2790,2708.0
1746333338.8724165,2791,6088.0
1746333353.5818572,2798,9256.0
1746333371.6372724,2803,1649.0
1746333372.1215713,2806,143.0
1746333372.3279903,2808,86.0
1746333372.4156542,2809,72.0
1746333372.4953375,2810,32.0
1746333372.5594525,2811,32.0
1746333372.8512633,2815,42.0
1746333373.7327886,2823,177.0
1746333373.824549,2824,59.0
1746333374.1615179,2827,65.0
1746333374.3679981,2829,73.0
1746333374.4839587,2830,195.0
1746333374.9933202,2832,862.0
1746333375.4750626,2837,60.0
1746333376.220989,2844,237.0
1746333377.1578426,2846,3334.0
1746333391.5379975,2849,25870.0
1746333399.180133,2851,22780.0
1746333418.4999604,2856,20700.0
1746333430.4275947,2859,20150.0
1746333442.4802933,2862,21690.0
1746333490.430165,2871,24820.0
1746333495.8138816,2872,25240.0
1746333502.178264,2875,3746.0
1746333502.9572074,2878,395.0
1746333503.158646,2880,180.0
1746333503.2347522,2881,39.0
1746333503.663978,2887,33.0
1746333503.8936787,2890,32.0
1746333503.9921486,2891,85.0
1746333504.1869695,2893,90.0
1746333504.4289756,2896,48.0
1746333504.6059852,2898,107.0
1746333506.5652544,2900,7954.0
1746333520.606117,2903,27570.0
1746333524.3656483,2904,26810.0
1746333528.3987327,2905,24830.0
1746333562.8395603,2912,27260.0
1746333566.780116,2917,148.0
1746333566.9382477,2919,35.0
1746333567.0151427,2920,33.0
1746333567.0867834,2921,31.0
1746333567.37723,2925,31.0
1746333567.4549587,2926,31.0
1746333567.8245344,2931,32.0
1746333567.8954682,2932,33.0
1746333568.195128,2936,34.0
1746333568.4737594,2939,128.0
1746333568.5744193,2940,150.0
1746333568.9052708,2942,630.0
1746333589.1018612,2949,27860.0
1746333592.8076532,2950,26790.0
1746333600.6830218,2955,478.0
1746333601.4365,2967,66.0
1746333601.9190707,2972,1185.0
1746333605.7253644,2974,16648.0
1746333607.3928046,2975,11522.0
1746333618.5745256,2978,21300.0
1746333622.4225035,2979,20190.0
1746333648.3452594,2988,4481.0
1746333674.5773304,2994,25640.0
1746333682.6215265,2998,1749.0
1746333685.9755235,2999,24230.0
